""	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"B1"	"B10"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"C1"	"C2"	"C3"	"C4"	"C5"	"D1"	"D2"	"D3"	"D4"	"D5"	"E1"	"E2"	"E3"	"E4"	"E5"	"F1"	"F2"	"F3"	"F4"	"F5"	"G1"	"G2"	"G3"	"G4"	"G5"
"A0A060HQ32"	76367000	19331000	0	34918000	0	0	0	0	0	13070000	0	25361000	13377000	11828000	18951000	33073000	0	15419000	0	33010000	40273000	5442600	18363000	26296000	0	0	0	8631600	11520000	169890000	384520000	504770000	408220000	140580000	390700000	73983000	43329000	1.81e+08	140670000	5322900	13408000	19009000	0	0
"A0A060HQ36"	0	0	0	0	0	0	0	0	3716100	0	0	0	0	0	0	0	0	0	0	0	0	6038000	4437400	0	0	0	5741200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HQ38"	0	0	12267000	14102000	14798000	13545000	14911000	0	11283000	56957000	0	18549000	30303000	41196000	26025000	17753000	21476000	16782000	22624000	15929000	15393000	13798000	0	21901000	0	0	15821000	0	0	16709000	23654000	18520000	0	18087000	16016000	14820000	19093000	0	0	0	9903700	11640000	0	0
"A0A060HQ41"	328700000	343390000	546850000	376360000	348670000	409120000	327980000	318690000	337950000	318330000	377390000	476860000	482170000	454850000	511420000	435070000	356150000	368070000	358390000	273290000	331720000	305400000	330030000	313680000	311390000	291260000	229550000	316770000	262180000	400830000	379610000	395160000	349650000	339760000	261460000	313150000	340380000	337150000	267080000	259220000	324300000	314090000	287890000	278020000
"A0A060HQ44"	1844700000	1198800000	918190000	2512900000	1043600000	684300000	1.145e+09	631360000	2052700000	548100000	231730000	277050000	275420000	528090000	131240000	269240000	201340000	295140000	308750000	2232800000	2760300000	1696500000	2.175e+09	1955500000	2351500000	2105200000	1051300000	2237300000	1973800000	2.29e+08	327390000	295390000	268640000	198850000	1669900000	412470000	1596800000	1856900000	1675400000	2244300000	1850700000	2024500000	1444500000	2123900000
"A0A060HQ49"	276800000	181520000	346480000	298030000	249420000	206830000	171870000	179870000	198170000	1693500000	215420000	715200000	643290000	885690000	341480000	403490000	266370000	303750000	209660000	226380000	240520000	139190000	212560000	173940000	264350000	136100000	197720000	161670000	128640000	401730000	392830000	368320000	573500000	394060000	270870000	198350000	207290000	255900000	198620000	187830000	159660000	193100000	151080000	131640000
"A0A060HQ52"	81257000	73110000	47177000	56532000	46273000	58294000	59539000	47738000	85918000	0	93862000	0	0	0	10150000	45845000	101630000	57344000	72344000	79560000	93084000	97286000	78240000	95940000	78724000	94957000	86021000	80390000	91909000	52985000	28551000	12181000	31629000	62484000	60198000	85693000	86142000	77620000	64806000	74059000	109010000	84446000	93398000	98389000
"A0A060HQ54"	1.6741e+10	1.6256e+10	1.9434e+10	1.5838e+10	2.0148e+10	1.6648e+10	1.6654e+10	2.1599e+10	1.6772e+10	1.3352e+10	1.7838e+10	1.9061e+10	1.5572e+10	1.5353e+10	1.5418e+10	1.7278e+10	1.5684e+10	1.636e+10	1.5619e+10	1.5791e+10	1.5235e+10	1.608e+10	1.6288e+10	1.5622e+10	1.8016e+10	1.5684e+10	1.7039e+10	1.6317e+10	1.5554e+10	1.5416e+10	1.598e+10	1.6942e+10	1.6538e+10	1.3112e+10	1.4771e+10	1.4163e+10	1.5398e+10	1.4658e+10	1.3734e+10	1.8445e+10	1.4782e+10	1.6648e+10	1.5634e+10	1.5198e+10
"A0A060HQ59"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15955000	0	15847000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HQ62"	283280000	287890000	2.73e+08	348310000	279460000	267110000	217100000	425660000	296530000	100420000	170900000	187150000	73822000	125980000	161870000	256580000	237170000	169700000	159110000	234110000	270800000	195790000	362620000	203490000	294740000	211190000	352720000	376350000	281710000	266340000	218610000	103010000	182880000	160530000	218480000	149510000	192950000	207670000	183070000	395880000	239060000	184340000	298280000	260660000
"A0A060HQ65"	7221500	10599000	0	6695900	6954400	0	7123100	0	7121700	0	0	0	0	0	0	0	0	6623800	6988900	7778000	0	0	8377000	9511300	6947500	0	6161000	7843600	0	0	0	0	0	0	8292300	0	7154600	6774700	0	0	7417200	4606500	0	0
"A0A060HQ70"	737140000	663240000	908620000	714610000	764010000	628830000	564640000	653510000	678490000	960710000	791770000	2011500000	1139600000	1174200000	969070000	856420000	737830000	1206200000	644460000	701270000	685550000	557700000	788620000	756300000	843740000	610520000	772580000	515550000	579220000	845390000	859300000	870580000	1129100000	868460000	803570000	813670000	864740000	983950000	928700000	676030000	546620000	648080000	510990000	630710000
"A0A060HQ75"	393820000	410350000	588920000	458770000	441330000	444300000	473760000	475970000	429840000	223280000	338170000	324940000	235570000	282480000	276150000	266280000	413580000	288310000	282150000	387380000	333200000	369810000	391300000	411670000	378950000	463030000	464890000	418270000	406670000	466690000	407880000	368640000	401710000	428500000	420640000	468840000	477670000	418450000	560970000	417740000	438390000	4.54e+08	500670000	476560000
"A0A060HQ77"	5414100	4106900	0	4794600	3254600	5423400	4473400	0	5679700	0	4976000	0	0	0	0	3769600	5439300	0	6110300	6803300	6373800	5289000	4461800	4583800	3821900	7416100	5386400	4385500	5029000	6361900	6961200	4681100	6169900	7399800	6670200	8149200	5181200	6422000	8467500	4570400	7117800	5339300	6460900	5721200
"A0A060HQ81"	0	7587100	0	4238000	0	0	0	0	3468000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HQ82"	37557000	42727000	32719000	35337000	34566000	39648000	40321000	30669000	42223000	34311000	56310000	45425000	34195000	26761000	46804000	42508000	49447000	43799000	50614000	38175000	36134000	38078000	32647000	39187000	37105000	46250000	36666000	37295000	31787000	53963000	57902000	55817000	57785000	52219000	39906000	42814000	44183000	39706000	39515000	36119000	39511000	32110000	44215000	35692000
"A0A060HQ85"	7771100	7985100	0	0	0	0	0	0	7761600	0	0	0	0	0	9970600	0	8656200	8138400	8680400	6696600	8648400	6932200	8623500	0	0	9134600	6577400	7434200	5557000	6685700	8298000	7583000	0	7964900	8690300	7620800	8018800	10338000	0	0	8266700	10370000	6656600	7888500
"A0A060HQ88"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1611100	0	0
"A0A060HQ90"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188870000	0	0	0	0	0	0	0	0	0	0	0	0	0	289220000	0	0	0	0	309140000	0	0	273200000	0	0	0	0	0	0
"A0A060HQ92"	42114000	47156000	30503000	39395000	36040000	26412000	38038000	28896000	38325000	0	17601000	0	0	0	0	17603000	0	17403000	0	38129000	33162000	32371000	43618000	36796000	40890000	35010000	57264000	37244000	34750000	0	0	9375200	0	8720500	0	0	15174000	10418000	20652000	31695000	25968000	24320000	26686000	25712000
"A0A060HQ93"	44107000	52733000	0	52213000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18143000	0	0	0	0	18785000	18181000	0	0	0	0	0	0	0	0	0	53167000	0	0	0	0	18710000
"A0A060HQ98"	22733000	20669000	18823000	38722000	17548000	22159000	24760000	16203000	22257000	0	13245000	0	3239500	0	0	9560300	23036000	9703100	10807000	18287000	18892000	17063000	15751000	18129000	15979000	24689000	25793000	22704000	21002000	19339000	7824200	4209100	9620300	17753000	5864500	9972600	12232000	7431100	11963000	13070000	19292000	13065000	20775000	15623000
"A0A060HQA5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5796700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HQA6"	0	3965200	0	0	4036000	0	0	0	4315700	0	0	0	0	0	0	0	0	0	0	3649700	0	3512700	4162800	0	4703300	3178400	0	0	0	0	0	0	0	0	3473700	4311300	4003800	0	0	0	3833300	0	0	0
"A0A060HQA9"	14594000	14192000	17426000	15083000	13537000	13677000	12336000	12989000	13584000	0	16823000	18664000	17804000	0	36307000	13698000	16117000	12578000	15214000	16650000	19243000	14685000	11919000	15134000	13871000	13960000	17260000	12354000	14399000	14191000	0	10376000	13283000	11271000	14306000	0	14418000	13930000	16514000	12085000	12968000	12820000	11206000	0
"A0A060HQB6"	0	0	0	0	0	0	0	0	2585400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2442500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2582000	0	0
"A0A060HQC0"	50693000	51529000	55459000	58558000	52964000	61719000	49916000	37680000	62598000	38587000	74050000	74432000	43921000	39718000	64777000	58207000	84070000	77389000	58372000	57616000	49134000	48469000	59057000	69542000	47151000	56511000	54127000	53299000	53140000	80701000	80172000	72350000	86283000	113040000	82577000	60420000	67378000	61333000	120230000	49415000	55551000	44234000	45844000	57550000
"A0A060HQC7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6123000	0	0	0	0	0	0	0	7050400	0	0	0	7193100	0	0	0	0	0	0	0	0	0
"A0A060HQD6"	78761000	68839000	82394000	82779000	69667000	69822000	72261000	74533000	81805000	15186000	92339000	78927000	49347000	34777000	78675000	77077000	113510000	81563000	86451000	84423000	78499000	74928000	69859000	81291000	73645000	94320000	70287000	80615000	78823000	90599000	85075000	81541000	90796000	93736000	87566000	82757000	99973000	83735000	94882000	79212000	84289000	75358000	98928000	90925000
"A0A060HQE8"	98863000	93520000	49404000	115570000	128960000	97356000	91504000	120410000	97146000	33150000	106700000	42333000	64280000	58882000	77480000	75383000	85089000	78349000	95396000	112400000	113100000	149060000	108810000	113610000	131160000	123020000	128480000	155170000	177520000	107060000	87546000	70495000	75259000	98366000	107030000	115020000	129620000	88633000	74604000	100440000	78211000	120800000	107700000	105680000
"A0A060HQF2"	6278900	6752900	6794400	8344500	0	0	8668400	6062800	0	0	6358600	0	0	0	6583800	6480200	9621900	7643200	6952800	8154700	8649700	6790100	7844900	7445700	7163400	8846600	6111400	7449800	7562900	6623700	7897500	6550600	8171800	11092000	9049300	9643900	8430100	8896000	12375000	0	9422800	7084100	10224000	0
"A0A060HQF6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5306200	0	5314200	7208900	5727000	4559900	0	5412100	6266400	0	0	0	0	0	5284200
"A0A060HQG4"	199790000	164450000	207490000	192050000	173840000	191150000	181130000	167930000	197750000	264630000	198370000	266630000	225520000	240960000	224360000	248910000	260210000	226460000	201550000	233630000	200500000	194540000	225840000	201530000	201590000	182770000	206200000	182480000	180560000	189800000	176390000	201810000	219250000	220420000	226460000	238720000	223310000	215780000	239370000	164030000	212720000	184980000	167780000	162300000
"A0A060HQI3"	4626500	6958400	7846500	5953200	6300800	0	7499100	5528100	5095600	0	8553300	8547500	0	0	7408600	8639000	0	6032500	7376400	0	6367000	5584100	5678700	7290600	4830400	8227700	0	6552700	6264700	8776800	7781900	7305500	6358100	4233100	4635300	0	6261900	4109100	8330000	6647800	6228900	4736100	5229000	0
"A0A060HQI6"	31432000	25995000	34078000	24560000	27379000	27282000	21891000	28779000	24851000	18699000	26210000	34366000	20208000	31188000	23767000	30744000	0	25818000	28348000	22772000	25868000	36303000	28161000	29570000	27381000	24550000	20438000	23762000	34751000	27195000	13463000	27487000	26251000	24444000	36392000	35072000	26312000	36495000	36492000	29977000	25639000	29136000	25356000	30683000
"A0A060HQJ5"	169720000	143400000	210430000	195080000	168680000	1.36e+08	202810000	182660000	178130000	194970000	155120000	181340000	146750000	184700000	120480000	147190000	113890000	203370000	151350000	137290000	159930000	147950000	202210000	163380000	189460000	158450000	171420000	156890000	166960000	146770000	118600000	124260000	102120000	110700000	161140000	155600000	191510000	164130000	144020000	194270000	137960000	188550000	185930000	169640000
"A0A060HQJ8"	28584000	34495000	45688000	23742000	28211000	31520000	25354000	34109000	27874000	35592000	24015000	72072000	28413000	0	29984000	38194000	26757000	35633000	30872000	22508000	23833000	24928000	28774000	22870000	32222000	26165000	23214000	22014000	20806000	37385000	41703000	47418000	54525000	39384000	31609000	29835000	24204000	41887000	28482000	32011000	32831000	31340000	26681000	31531000
"A0A060HQJ9"	0	0	0	0	0	13577000	0	0	0	34207000	27800000	47975000	40321000	32325000	41390000	0	23024000	28769000	28456000	16279000	13633000	0	12105000	13351000	0	0	0	0	11695000	36853000	40407000	38288000	42579000	35674000	34541000	28535000	27763000	41205000	35347000	14179000	0	16179000	13550000	0
"A0A060HQK7"	936560000	886980000	911320000	755860000	747520000	777710000	827640000	863070000	828630000	697060000	750530000	826440000	734780000	705970000	871530000	754160000	891400000	755710000	882460000	868270000	896610000	870860000	744580000	940280000	810600000	1025600000	710490000	771970000	813460000	787090000	873310000	725970000	762080000	820020000	846670000	965300000	914340000	929250000	1058900000	969800000	991720000	830500000	1034700000	1012500000
"A0A060HQK9"	140680000	161020000	232580000	155840000	193270000	206550000	189040000	242080000	174440000	0	105270000	29894000	19051000	30887000	23857000	67161000	126870000	85743000	83213000	167120000	152570000	146340000	192860000	204100000	170850000	179350000	182260000	161800000	185830000	73357000	46017000	42223000	54496000	84121000	80424000	85977000	108650000	99571000	100140000	226270000	194510000	220500000	215710000	180520000
"A0A060HQM4"	12569000	11997000	15554000	16902000	15188000	9699200	13584000	9632200	14831000	0	0	0	0	0	0	0	0	6082100	5513100	10503000	14922000	11336000	14205000	12990000	11046000	9499100	14271000	10735000	12564000	5053500	0	0	0	7172000	7509200	0	8820900	14152000	0	8758500	16436000	9760100	11110000	12466000
"A0A060HQM8"	4382300	4336800	7529900	5064200	4635700	3536200	5294400	7037700	3664300	3174000	3969800	0	0	0	0	3679300	0	4345400	3899200	4268900	5235300	4008600	3054700	4866300	4450500	5145300	5143700	3754900	4634000	2970400	3615100	1876000	2575100	2581500	2324400	4566400	4717400	2401600	4890700	5916900	3506600	3190500	5712300	4727400
"A0A060HQN5"	16001000	16359000	17500000	17040000	13955000	16546000	18447000	0	16207000	0	11596000	0	0	0	0	0	16785000	0	0	15567000	18596000	17315000	16733000	19356000	13463000	21238000	17385000	17507000	16397000	0	0	0	0	0	0	11194000	16480000	10675000	13148000	20088000	21933000	13407000	21908000	22334000
"A0A060HQN8"	457010000	498060000	574300000	452240000	484720000	656430000	557420000	657920000	549770000	191680000	326310000	345210000	317260000	263790000	354550000	271530000	374880000	285840000	311400000	460010000	461280000	494600000	513730000	527890000	518040000	515520000	573250000	499570000	523130000	294050000	300230000	431530000	301290000	308570000	311420000	347460000	327840000	369410000	381610000	589880000	545310000	579780000	617230000	554460000
"A0A060HQP8"	99762000	103050000	136600000	110280000	115110000	91671000	84751000	90587000	78127000	73981000	88260000	95698000	100540000	98504000	106740000	1.04e+08	95803000	111800000	81824000	71011000	84227000	80163000	98959000	83254000	92945000	75917000	78007000	112040000	76313000	90711000	82622000	99958000	83866000	88617000	95809000	74966000	79200000	76726000	79609000	70454000	78268000	77690000	59998000	60829000
"A0A060HQQ8"	669950000	688240000	797800000	726450000	651980000	710740000	729860000	579340000	780300000	576800000	692960000	738480000	612330000	557440000	599230000	692630000	699880000	649040000	659800000	640440000	765790000	681490000	795650000	657490000	659280000	731010000	775620000	594030000	629060000	703010000	678980000	797330000	779450000	744040000	760130000	776390000	786050000	837910000	827370000	6.56e+08	681130000	826950000	756630000	767110000
"A0A060HQR8"	71067000	90705000	87598000	73209000	74189000	68069000	53951000	57543000	69146000	126570000	63154000	124100000	105820000	102700000	102020000	98744000	67142000	88697000	91919000	66056000	78212000	54392000	62672000	69792000	74666000	60061000	52314000	53624000	61048000	117630000	158620000	157490000	158580000	119290000	67482000	62621000	56045000	78493000	107470000	73706000	69644000	61974000	55987000	83380000
"A0A060HQS0"	0	0	0	0	0	0	0	0	0	0	7166400	0	0	0	0	8077000	10453000	14701000	14603000	8293700	0	6084200	8703400	7497900	8162600	6817700	0	0	8753700	13659000	12078000	10590000	10079000	11991000	10214000	10785000	12055000	10996000	0	0	7971400	8459000	9592500	10666000
"A0A060HQS5"	57532000	42897000	62971000	65296000	46876000	60148000	58307000	48508000	56561000	65886000	49513000	69022000	75471000	77542000	91872000	65947000	63279000	68601000	69094000	52766000	75971000	54747000	53857000	42358000	44836000	65173000	66996000	54571000	56178000	53424000	50811000	63127000	45932000	54038000	45275000	57302000	63555000	68222000	75592000	47066000	51663000	55053000	67690000	54180000
"A0A060HQS9"	77967000	29034000	22291000	96656000	36736000	26216000	60885000	30968000	73035000	0	0	0	0	0	0	0	0	0	0	24383000	16580000	22953000	24253000	15369000	35328000	49930000	53933000	42391000	36410000	0	0	0	0	0	0	0	0	0	0	14676000	9635500	16647000	41098000	22591000
"A0A060HQT2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2748500	0	0	0	0	0	0	0	0	0	0	0	1552100	0	0
"A0A060HQU2"	2981700	0	3641500	0	0	6037300	5098200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3938700	4897500	0	4079500	4444000	5094500	4419200	0	0	0	0	0	0	0	0	0	0	4814100	6477900	4409100	6020500	5261100
"A0A060HQU6"	7561100	6187500	0	0	7250100	0	5426500	7652500	8687100	0	6486100	0	0	0	0	0	0	0	0	6845200	0	7193000	8274800	0	5853000	0	0	0	7410500	0	6946400	5059400	0	5805800	5627200	7141300	5791700	5074300	0	7009200	6414500	6498900	6155300	6732100
"A0A060HQV1"	16053000	12723000	19187000	18698000	17612000	9554900	15457000	15073000	14453000	155670000	23246000	37190000	56355000	95061000	37073000	22616000	15663000	22880000	20566000	20679000	15564000	16559000	12886000	16703000	17669000	15422000	14331000	17993000	19990000	22408000	27489000	17245000	23749000	12448000	22864000	17964000	23243000	14313000	12720000	14681000	12023000	18152000	13451000	15723000
"A0A060HQW8"	533160000	439660000	468610000	405750000	512690000	465390000	417310000	535360000	424860000	434450000	539190000	535920000	432980000	448550000	443970000	549010000	438330000	470550000	4.28e+08	471730000	410020000	427210000	451470000	441300000	483490000	401040000	417710000	413660000	388170000	520930000	513470000	460930000	446530000	428730000	540790000	430790000	474170000	401490000	432830000	586020000	377460000	412100000	361350000	423570000
"A0A060HQX2"	14928000	13309000	12336000	9849200	13681000	11766000	16533000	19099000	14559000	26528000	18833000	25171000	0	25147000	13229000	15731000	16011000	17305000	18984000	16486000	14100000	12604000	16387000	17671000	18541000	13063000	12676000	14410000	14758000	17264000	16557000	13881000	17772000	15378000	18604000	18924000	12639000	19925000	15775000	25077000	14864000	15874000	15624000	16987000
"A0A060HQX6"	0	0	0	0	0	0	2977800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1766400	2286900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1874200	0	2723400
"A0A060HQX8"	375370000	375080000	277630000	297260000	346930000	355640000	293860000	329590000	319230000	87357000	247240000	141370000	140560000	66099000	187630000	177280000	211860000	172080000	231470000	331880000	252350000	338160000	274950000	359540000	333320000	357400000	281200000	332930000	3.42e+08	171870000	180150000	172050000	155930000	193530000	243730000	226960000	244300000	217200000	214590000	365820000	313550000	310020000	324330000	332470000
"A0A060HQY0"	0	4797100	0	4407400	0	5111700	0	0	4010500	0	0	0	0	0	0	0	0	3876600	0	4166800	0	4279500	4569400	0	4702400	3606000	3449100	4445000	0	0	0	0	0	0	0	0	0	0	0	0	3802900	0	0	5170500
"A0A060HQY2"	9916000	0	0	0	0	0	9149500	0	0	15955000	11899000	13656000	0	15981000	16212000	0	19295000	10254000	10688000	9920700	8268900	9802700	0	0	0	0	13930000	10335000	0	11018000	12699000	10135000	13274000	9884100	0	6096000	7856300	8165800	0	0	0	0	0	9071200
"A0A060HQY6"	31857000	47474000	42763000	35450000	41404000	36024000	40379000	56938000	40809000	0	32722000	44265000	30427000	20776000	0	34426000	23622000	35316000	31036000	21923000	37075000	44791000	43725000	37658000	36975000	37090000	33067000	31001000	48833000	29841000	27943000	28439000	31798000	0	47047000	51597000	30582000	51525000	38093000	64557000	38327000	50565000	42930000	57154000
"A0A060HQZ0"	133570000	124770000	222500000	128830000	149480000	164950000	121780000	148850000	138220000	112740000	85553000	152770000	82631000	103580000	50378000	65731000	72938000	75892000	55642000	108520000	118030000	111980000	115120000	136350000	171500000	149180000	116470000	106810000	97371000	98445000	51866000	58619000	41249000	61436000	94658000	113580000	102180000	84822000	94436000	115010000	71516000	94237000	52199000	83815000
"A0A060HQZ5"	7165200	6293400	11661000	8337900	7223400	0	6373300	0	5260100	0	0	14101000	0	0	9774300	8346300	0	8630600	0	5851400	7014100	0	5597900	7987200	5674500	0	5915800	5911800	5987700	11123000	4962800	5099400	5370700	9983300	5877800	9050900	7713100	5987800	11644000	6876400	6035400	5516000	5894200	0
"A0A060HQZ9"	5888700	5569700	10993000	7206900	0	8218700	8252100	0	0	0	4500100	0	0	0	0	0	7152300	0	5590600	0	0	6062000	0	5106100	6754300	6937800	7365100	0	0	0	4089700	0	0	4357400	0	4481800	4896000	0	0	5055500	6360200	0	6221400	0
"A0A060HR06"	7419800	5156200	9807900	5108600	5307400	5989900	6263200	5964100	5061500	24828000	0	8741400	13480000	14727000	9209100	7434400	5297400	6005600	7269100	6998600	7046500	5255800	6255900	4587300	6537700	5767700	6370800	5554200	5608900	6001000	8031800	6246900	7669000	7260900	6335200	8433200	5372500	6732500	8750900	6449600	5188200	4270700	5407700	5542200
"A0A060HR12"	10888000	15413000	14050000	10569000	9998700	16509000	12583000	12417000	11606000	0	12821000	17294000	0	0	17738000	16382000	0	13532000	14377000	10453000	13510000	9813000	11411000	9300200	12157000	10068000	9387200	7702500	10664000	14087000	16843000	21798000	17346000	19527000	9251300	9992300	9800200	13858000	13453000	0	11308000	11506000	11874000	13171000
"A0A060HR17"	3190200	0	0	3802100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3306100	4071100	0	0	3165400	0	0	0	0	0	0	0	0	0	4428700	2105600	0	3332800	4362300	2432100	4047800	4069500
"A0A060HR20"	127520000	108690000	130640000	134080000	143070000	119180000	105970000	117390000	118810000	98192000	127020000	83811000	155030000	132780000	154930000	115200000	120720000	118630000	1.2e+08	115290000	102590000	116070000	117910000	114850000	112930000	123670000	114850000	131280000	123660000	155880000	127630000	133510000	124940000	152740000	134550000	118680000	147910000	105440000	125900000	115820000	105430000	122220000	124930000	106480000
"A0A060HR24"	237550000	260730000	192910000	176400000	235870000	278810000	284080000	303870000	218350000	129330000	241010000	175270000	271280000	6.7e+07	184390000	183930000	273990000	236720000	336220000	229460000	205590000	206010000	251100000	270980000	231040000	256830000	201580000	228790000	249940000	157770000	211710000	206610000	327020000	319770000	285580000	196940000	163290000	211280000	177430000	220140000	297180000	277690000	280290000	265600000
"A0A060HR31"	28378000	24747000	26940000	26738000	37778000	22376000	26646000	37061000	28748000	0	39062000	32954000	18271000	0	23436000	27508000	34042000	28924000	26202000	28146000	26076000	26561000	32819000	28825000	31846000	21927000	24409000	38819000	25872000	31566000	31428000	32809000	34465000	26247000	29771000	23602000	33101000	28742000	32056000	40209000	27876000	35305000	25382000	27508000
"A0A060HR32"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594790	0	0
"A0A060HR39"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2819500	0
"A0A060HR44"	3439300	0	0	0	0	0	0	0	3463600	0	0	0	0	0	0	0	0	0	0	4264200	0	0	0	0	3071100	0	4311800	0	0	0	0	0	0	0	0	0	0	3107600	0	0	2958200	2685000	0	0
"A0A060HR46"	123620000	124780000	122200000	125870000	104770000	123920000	119380000	112430000	135060000	121850000	161220000	158270000	168430000	145460000	188530000	151030000	172200000	139820000	129160000	128710000	135180000	156090000	142400000	140490000	114140000	159630000	126730000	131820000	110790000	145190000	142800000	169650000	152530000	145990000	168840000	160800000	160110000	155840000	180900000	138210000	142680000	133940000	148160000	136710000
"A0A060HR58"	25332000	22383000	14914000	15644000	18414000	24540000	17444000	17289000	18470000	27065000	29773000	19917000	37700000	24815000	31516000	30837000	23061000	18754000	23031000	25005000	24595000	21479000	16821000	17447000	20530000	19085000	25689000	18171000	18668000	22012000	26417000	22176000	13262000	30650000	23753000	16677000	14917000	26579000	22433000	19814000	19445000	14398000	12805000	17085000
"A0A060HR59"	55881000	50710000	52728000	58001000	49904000	38977000	49715000	54899000	50004000	85488000	65979000	85563000	71004000	85423000	83090000	65202000	60749000	65220000	66519000	58228000	56436000	60955000	59026000	60870000	57198000	59316000	54716000	64549000	67586000	74141000	69856000	59903000	72568000	56975000	67715000	59383000	62579000	56553000	52167000	60977000	52134000	55735000	56686000	64797000
"A0A060HR62"	4128800	4538300	5857700	5393000	4579700	5347600	0	0	5453300	0	0	7154200	0	0	9332300	6120400	0	4649000	3577700	0	4785800	2920800	5162000	0	0	0	3918000	4741900	0	6368100	0	6658000	0	3811700	5650000	5282800	0	5238100	0	0	0	4386900	0	0
"A0A060HR63"	232860000	264780000	218810000	201790000	190060000	200720000	189800000	145620000	206140000	361590000	176150000	208840000	315250000	335800000	234100000	202930000	171500000	196920000	262930000	271630000	266660000	213610000	212270000	250080000	198390000	241070000	172080000	197410000	218410000	240780000	312600000	2.59e+08	251480000	250750000	339480000	175140000	209900000	283410000	314930000	258890000	261440000	197980000	211510000	265500000
"A0A060HR66"	31773000	23597000	27021000	20397000	20738000	24044000	28638000	28893000	28557000	5881100	22115000	20445000	15243000	4965000	8755100	9709800	41977000	19895000	26750000	32206000	30145000	32234000	25478000	41661000	24260000	41933000	26181000	25564000	34233000	28313000	28896000	26224000	25184000	37408000	34441000	33692000	33999000	44978000	40233000	45124000	44077000	42617000	46776000	48056000
"A0A060HR70"	91842000	70271000	68294000	68493000	75818000	66800000	84800000	78138000	69080000	329180000	82393000	93910000	145830000	179090000	120370000	81570000	79053000	95131000	108230000	99463000	73254000	71141000	73911000	80557000	79953000	65825000	82257000	77079000	87722000	81819000	101370000	84672000	88649000	96367000	92746000	86890000	80974000	68606000	61473000	91905000	77072000	78532000	81347000	74520000
"A0A060HR72"	846400000	757890000	723950000	726400000	723730000	781940000	751250000	748540000	853680000	582400000	1046100000	782240000	589040000	567140000	893620000	894290000	927460000	789910000	868210000	834560000	827220000	911080000	745560000	880140000	721410000	943120000	851220000	808810000	785110000	835590000	929570000	927820000	888380000	984370000	906880000	833880000	859530000	913610000	863750000	768550000	771970000	819130000	873120000	821800000
"A0A060HR74"	271240000	274570000	297190000	340500000	301240000	237990000	270090000	283310000	272220000	192590000	345250000	331400000	241400000	236230000	288530000	315570000	236510000	289760000	253010000	281770000	309330000	275830000	268870000	267810000	295230000	259820000	285300000	299590000	250460000	313720000	322060000	275370000	223940000	244140000	265450000	236590000	264760000	269990000	270460000	270410000	233050000	226140000	203100000	226200000
"A0A060HR79"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3782300	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HR82"	30956000	25267000	30722000	28981000	28906000	20234000	23892000	25634000	25485000	0	26657000	0	0	0	0	0	23131000	0	0	29043000	27365000	31573000	23742000	33508000	30325000	37477000	26601000	32735000	21862000	0	0	0	0	0	0	0	22822000	16312000	25423000	33525000	14249000	0	0	22152000
